Repository,Total Issues,Runtime Errors %,Performance Issues %,Async Programming %,State Management %,Browser Compatibility %,Security Vulnerabilities %,Dependency Management %,Framework-Specific %,Network & API %,Configuration & Build %,Top Categories
https://github.com/maproulette/maproulette3,500,3.25,1.7,1.31,6.8,23.49,1.93,14.68,3.63,37.25,5.95,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/TheGiddyLimit/homebrew,500,0.0,1.51,0.5,1.51,46.23,0.5,19.1,1.01,29.15,0.5,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/georgegillams/georgegillams.co.uk,500,1.51,2.28,2.13,2.07,9.47,7.28,35.87,3.18,20.11,16.1,"Dependency Management, Network & API, Configuration & Build"
https://github.com/codeaholics/node-red-contrib-evohome,16,0.0,2.63,0.0,0.0,13.16,11.84,47.37,0.0,18.42,6.58,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/nick-less/webpack-compass-imagehelper,167,0.33,1.96,2.66,1.52,10.71,9.3,45.41,0.11,20.23,7.78,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/oclif/eslint-config-oclif,160,2.05,1.27,1.83,1.76,9.17,8.25,42.81,0.42,20.1,12.34,"Dependency Management, Network & API, Configuration & Build"
https://github.com/miroshkin/miroshkin.github.io,22,2.8,1.2,0.4,0.8,11.6,10.0,43.6,1.2,19.2,9.2,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/kisssdev/kis-jsdoc-plugin,19,0.53,0.53,0.0,1.06,11.17,11.17,48.94,1.06,20.21,5.32,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ayselafsar/dicomviewer,143,1.72,1.47,0.74,1.97,41.03,3.69,22.6,1.72,18.67,6.39,"Browser Compatibility, Dependency Management, Network & API"
https://github.com/dhis2/user-app,500,1.3,0.0,0.65,5.52,14.61,3.57,18.18,1.95,51.3,2.92,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/scratchfoundation/scratch-svg-renderer,500,1.03,1.34,2.3,2.1,13.78,0.86,37.66,0.37,25.1,15.47,"Dependency Management, Network & API, Configuration & Build"
https://github.com/a-zen/simple-server,128,0.87,2.05,0.08,1.1,10.4,10.4,45.55,0.32,21.59,7.64,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/qub-it/fenixedu-ulisboa-applications,4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,"Dependency Management, Configuration & Build, Runtime Errors"
https://github.com/liatrio/devops-bootcamp,500,0.89,2.12,0.89,1.71,15.36,3.48,37.13,0.75,22.73,14.95,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/scriptex/webpack-mpa,500,0.76,1.31,1.62,1.07,11.33,2.31,40.76,0.55,19.48,20.81,"Dependency Management, Configuration & Build, Network & API"
https://github.com/JaninaWibker/html_to_md,4,0.0,2.38,0.0,0.0,9.52,11.9,47.62,0.0,19.05,9.52,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/DataDog/dd-trace-js,500,1.46,3.13,2.69,2.43,16.37,2.07,19.94,0.71,37.01,14.2,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/superhero/js.core,26,9.09,0.0,4.55,4.55,22.73,0.0,4.55,0.0,36.36,18.18,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/WazeDev/WME-GIS-Layers,66,5.88,0.0,0.0,8.82,61.76,0.0,0.0,0.0,20.59,2.94,"Browser Compatibility, Network & API, State Management"
https://github.com/entando/app-builder,500,2.95,1.74,0.94,9.91,11.91,2.01,31.86,5.49,19.81,13.39,"Dependency Management, Network & API, Configuration & Build"
https://github.com/snowflakedb/snowflake-connector-nodejs,500,2.65,0.63,6.24,3.97,11.73,3.15,40.16,4.1,21.25,6.12,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/dan-mba/dan-mba.github.io,500,0.94,0.96,1.32,3.68,13.62,7.26,42.04,4.67,19.43,6.08,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/Kikobeats/xml-urls,120,0.2,3.31,0.5,0.2,9.33,6.22,45.44,0.0,23.87,10.93,"Dependency Management, Network & API, Configuration & Build"
https://github.com/sprx97/OldTimeHockey,177,1.43,1.91,0.64,4.14,13.38,9.24,34.24,8.28,20.22,6.53,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/graphql/graphql-over-http,336,2.16,1.08,0.43,4.31,25.86,3.45,6.68,1.51,52.16,2.37,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/scbd/oasis.cbd.int,79,3.1,0.78,3.1,2.33,9.3,8.53,37.98,6.2,20.16,8.53,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/travi/cli,500,0.45,0.52,0.88,0.88,11.81,10.95,37.84,0.41,24.09,12.18,"Dependency Management, Network & API, Configuration & Build"
https://github.com/bvankat/nebrasketball,17,0.0,0.0,0.0,18.18,18.18,0.0,0.0,18.18,45.45,0.0,"Network & API, State Management, Browser Compatibility"
https://github.com/HeliumEdu/frontend,55,1.04,2.07,0.0,1.04,8.55,8.81,42.75,0.78,19.69,15.28,"Dependency Management, Network & API, Configuration & Build"
https://github.com/mdefaux/forte-table,30,0.0,4.76,0.0,14.29,19.05,0.0,19.05,14.29,9.52,19.05,"Browser Compatibility, Dependency Management, Configuration & Build"
https://github.com/chrisguttandin/broker-factory,246,0.32,6.77,0.69,0.69,7.99,1.01,36.98,1.06,22.33,22.17,"Dependency Management, Network & API, Configuration & Build"
https://github.com/chrisguttandin/worker-factory,255,0.42,6.6,0.68,0.68,8.16,0.83,36.82,0.94,22.41,22.46,"Dependency Management, Configuration & Build, Network & API"
https://github.com/shahkashani/stills,28,1.21,0.4,0.81,0.0,10.48,11.29,50.4,0.4,20.56,4.44,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/highcharts/highcharts-utils,103,2.16,0.62,2.16,1.85,13.58,9.26,40.43,0.62,21.6,7.72,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/sauron4er/PLXK,62,0.64,1.61,0.96,0.48,11.56,11.56,43.98,0.32,20.55,8.35,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/jazz-soft/JZZ-input-Kbd,5,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,40.0,0.0,"Browser Compatibility, Network & API, Runtime Errors"
https://github.com/ROldford/puerto-rico-scoresheet,60,1.38,0.77,1.23,1.23,11.23,10.92,44.62,1.23,20.0,7.38,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/DFE-Digital/login.dfe.audit.winston-sequelize-transport,49,1.91,0.76,1.53,0.76,11.83,11.83,45.42,0.76,19.08,6.11,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/jermbo/SampleAPIs,173,0.47,1.89,0.0,4.72,16.04,3.77,18.4,1.89,49.53,3.3,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/RenatoDaSilva/nosso_amigo_secreto,45,0.22,2.41,0.88,3.5,10.5,12.91,40.04,0.66,24.07,4.81,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/hmerritt/discord-encryption,13,0.0,0.0,0.0,13.04,43.48,13.04,0.0,0.0,30.43,0.0,"Browser Compatibility, Network & API, State Management"
https://github.com/UKHomeOffice/asl,466,1.08,1.7,0.62,3.7,13.43,6.33,39.2,5.09,19.14,9.72,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/UKHomeOffice/asl-public-api,423,2.1,1.61,2.1,1.94,17.58,5.65,29.03,0.48,32.74,6.77,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/DFE-Digital/login.dfe.saml-assertions,127,1.23,0.31,1.85,0.62,12.62,8.0,43.38,0.92,21.54,9.54,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/pubkey/eth-crypto,500,1.07,1.54,2.49,1.63,13.44,0.98,35.51,0.76,24.1,18.49,"Dependency Management, Network & API, Configuration & Build"
https://github.com/DEFRA/hapi-pg-rest-api,257,1.14,0.69,2.15,1.02,9.58,10.39,42.87,0.28,26.03,5.85,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/neighborhood999/vue-signature-pad,405,1.99,3.06,2.43,2.77,10.99,2.29,36.25,11.8,16.41,12.02,"Dependency Management, Network & API, Configuration & Build"
https://github.com/code16/website,74,2.33,2.33,0.0,0.0,12.79,13.95,48.84,0.0,19.77,0.0,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/PorticoEstate/PorticoEstate,500,0.93,0.7,0.7,18.6,20.47,4.42,14.65,0.93,33.02,5.58,"Network & API, Browser Compatibility, State Management"
https://github.com/nutritionix/vue-nutrition-label,19,1.83,1.83,2.75,3.67,12.84,5.5,25.69,18.35,16.51,11.01,"Dependency Management, Framework-Specific, Network & API"
https://github.com/UKHomeOffice/asl-service,274,2.02,1.47,1.1,5.51,16.54,7.54,28.12,4.23,19.85,13.6,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ninja33/ODH,358,0.86,1.15,0.86,2.31,39.77,0.29,4.61,0.58,47.84,1.73,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/electerm/electerm-locales,29,0.0,0.0,0.0,0.0,26.32,10.53,31.58,0.0,31.58,0.0,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/arpesenti/sonnen-dashboard,11,0.0,0.0,0.0,0.0,12.86,14.29,47.14,0.0,24.29,1.43,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/canboat/canboatjs,285,4.4,1.65,0.55,3.85,33.52,0.55,19.78,0.0,26.37,9.34,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/techiediaries/django-auth0-vue,2,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,"Async Programming, Framework-Specific, Network & API"
https://github.com/larvit/larvitbase-www,180,1.0,0.67,2.94,1.47,13.28,3.27,41.36,0.27,22.01,13.74,"Dependency Management, Network & API, Configuration & Build"
https://github.com/dvrpc/TCDI,12,0.0,0.0,0.0,0.0,20.0,0.0,20.0,10.0,20.0,30.0,"Configuration & Build, Browser Compatibility, Dependency Management"
https://github.com/sjakthol/cfn-execute-change-set,286,0.44,1.15,1.12,3.53,10.7,8.23,40.21,1.06,24.81,8.76,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/NitishPuri/ProcessingExperiments,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/jinux7/study-collections,57,3.17,0.72,1.73,0.58,10.37,9.37,41.07,8.36,18.88,5.76,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/JuneAndGreen/sm-crypto,128,9.23,2.31,2.31,2.31,15.38,2.31,21.54,3.85,26.92,13.85,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/BuildFire/upVotePlugin,38,2.7,1.8,0.9,2.7,9.01,9.01,38.74,0.9,20.72,13.51,"Dependency Management, Network & API, Configuration & Build"
https://github.com/dscalzi/HeliosLauncher,356,1.87,1.31,2.24,2.8,16.82,4.67,27.29,0.75,28.6,13.64,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/jbrodie/calendar_weekly,2,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,33.33,0.0,"Dependency Management, Network & API, Runtime Errors"
https://github.com/ronbarrantes/leetcode,4,0.0,3.23,0.0,0.0,9.68,12.9,51.61,0.0,19.35,3.23,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/SebOuellette/LiveBot,249,1.82,1.09,0.0,1.45,30.18,0.73,25.09,1.09,37.45,1.09,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/ebshimizu/stats-of-the-storm,329,1.3,1.3,1.62,4.87,24.35,2.92,24.35,0.65,28.9,9.74,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/funmaker/collage,63,2.08,1.66,2.22,1.39,11.37,10.4,42.02,0.42,20.8,7.63,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/HowProgrammingWorks/Pool,4,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,"Network & API, Async Programming, Runtime Errors"
https://github.com/graphql-dotnet/graphql-dotnet.github.io,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/mazeyqian/mazey-wordpress-utils,14,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,"Browser Compatibility, Dependency Management, Runtime Errors"
https://github.com/trkern/trkern.github.io,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"Browser Compatibility, Runtime Errors, Performance Issues"
https://github.com/fastify/fastify-zipkin,125,0.3,0.39,2.07,1.28,14.1,7.59,38.56,0.59,27.61,7.5,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/fastify/fastify-citgm,98,0.31,0.62,2.18,1.04,10.29,9.04,45.74,0.0,20.37,10.4,"Dependency Management, Network & API, Configuration & Build"
https://github.com/ClearC2/grid-form-builder,235,2.56,0.51,0.51,3.59,28.21,0.0,9.23,14.87,25.13,15.38,"Browser Compatibility, Network & API, Configuration & Build"
https://github.com/brunomacedo/ssl-express-www,33,1.29,0.32,0.32,0.32,11.94,10.0,46.45,0.32,19.68,9.35,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/algogrit/gauravagarwalr.com,8,0.0,3.19,0.0,3.19,10.64,8.51,40.43,2.13,24.47,7.45,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/movableink/data-sources-parser,9,0.0,5.0,0.0,0.0,30.0,0.0,15.0,15.0,20.0,15.0,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/jue89/node-edfsm,1,0.0,0.0,0.0,0.0,10.0,10.0,50.0,0.0,20.0,10.0,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/Salesflare/unimail,150,0.49,0.19,0.99,1.23,9.69,8.83,43.09,0.0,26.91,8.58,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/raisedadead/dotfiles-macos,1,0.0,0.0,0.0,0.0,14.29,0.0,28.57,14.29,28.57,14.29,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ENT8R/NotesReview,137,1.77,1.33,0.44,3.1,49.12,0.88,4.87,0.0,37.17,1.33,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/monk-time/userscripts,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/Starrynightzyq/starrynightzyq.github.io,18,0.51,0.51,0.0,1.03,10.26,10.77,45.64,2.56,18.97,9.74,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/ITFakultetet/JavaScriptGrunnkurs,18,4.69,0.0,1.04,1.04,9.38,9.9,46.88,0.52,20.83,5.73,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/flexiooss/hotballoon,184,0.0,3.33,0.0,40.0,30.0,0.0,0.0,10.0,3.33,13.33,"State Management, Browser Compatibility, Configuration & Build"
https://github.com/dmgxmg/static-project,17,0.57,0.57,0.57,1.14,10.29,11.43,48.57,0.0,21.14,5.71,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/ranbureand/sitefolio,5,0.0,8.16,0.0,0.0,10.2,16.33,38.78,4.08,20.41,2.04,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/maybe2020/maybe2020.github.io,16,0.0,1.69,0.56,3.95,9.04,14.12,40.68,1.13,19.77,9.04,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/opencast/annotation-tool,500,1.54,0.9,1.28,2.05,29.07,4.99,25.99,0.64,24.97,8.58,"Browser Compatibility, Dependency Management, Network & API"
https://github.com/MAE776569/trial-bot,16,3.14,1.26,0.63,1.26,12.58,10.69,45.28,0.63,22.01,2.52,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/weishakeji/LearningSystem,15,7.84,1.96,3.92,0.0,7.84,7.84,33.33,0.0,25.49,11.76,"Dependency Management, Network & API, Configuration & Build"
https://github.com/ThundeRatz/ThunderSite,26,0.0,0.0,0.0,0.0,20.0,6.67,33.33,0.0,26.67,13.33,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/henrycatalinismith/toad_modules,2,0.0,10.53,21.05,0.0,5.26,10.53,21.05,0.0,15.79,15.79,"Async Programming, Dependency Management, Network & API"
https://github.com/sanger/quanthub,500,1.96,1.55,2.1,9.07,11.37,2.57,38.41,4.02,20.0,8.95,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/shopgate/ext-product-reviews,18,0.0,0.0,0.0,0.0,23.08,0.0,38.46,23.08,15.38,0.0,"Dependency Management, Browser Compatibility, Framework-Specific"
https://github.com/jamestim9215/jamestim9215.github.io,46,2.91,0.0,0.97,0.97,10.1,10.87,44.27,2.91,18.83,8.16,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/Esri/projection-engine-db-doc,63,0.0,0.0,0.0,2.56,15.38,1.28,42.31,0.0,35.9,2.56,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/manzanillo/smerge,115,0.57,0.57,0.0,1.14,13.11,11.11,44.73,0.85,19.66,8.26,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/surveyjs/surveyjs-wordpress,73,1.94,0.0,0.97,2.91,26.21,1.94,8.74,4.85,51.46,0.97,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/nickschot/ember-mobile-pane,183,3.01,1.83,3.01,2.6,12.23,3.01,39.22,1.54,20.08,13.47,"Dependency Management, Network & API, Configuration & Build"
https://github.com/LoTerence/altcoin-charter,133,1.92,1.44,1.2,1.8,11.98,10.3,42.75,2.63,21.44,4.55,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/nuintun/bundler,436,1.97,2.33,2.03,3.67,9.59,8.89,42.38,0.12,23.02,6.0,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/stadelmanma/tree-sitter-fortran,138,0.62,0.31,0.0,19.88,22.05,4.66,27.33,0.62,18.32,6.21,"Dependency Management, Browser Compatibility, State Management"
https://github.com/orgapp/orgajs,253,2.11,2.24,0.75,2.99,17.54,1.74,35.45,6.97,19.15,11.07,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/iobroker-community-adapters/ioBroker.spotify-premium,419,1.03,0.25,1.95,2.23,12.19,8.22,44.56,0.67,23.25,5.64,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ryanwalters/sticky-events,266,1.65,1.74,2.97,2.55,9.56,6.65,38.02,1.94,21.74,13.18,"Dependency Management, Network & API, Configuration & Build"
https://github.com/dobernike/learn-web,270,3.16,1.02,1.15,2.76,9.71,10.05,41.78,6.45,18.46,5.46,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/elzup/random-word-wikipedia,72,1.44,0.16,3.36,1.44,24.0,0.0,29.6,0.64,24.48,14.88,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/jaxx2104/nikuman,477,1.68,1.53,2.56,4.26,12.35,1.22,38.61,5.38,16.98,15.42,"Dependency Management, Network & API, Configuration & Build"
https://github.com/citizenos/id-auth,1,16.67,0.0,0.0,0.0,8.33,8.33,41.67,0.0,16.67,8.33,"Dependency Management, Runtime Errors, Network & API"
https://github.com/node-3d/deps-freeimage-raub,7,0.0,1.59,0.0,1.59,11.11,12.7,52.38,0.0,20.63,0.0,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/node-3d/image-raub,9,0.0,1.56,0.0,0.0,10.94,10.94,50.0,0.0,21.88,4.69,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ev-church-website/ev-church-website,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/luci-e/luci-e.github.io,1,6.67,6.67,6.67,0.0,6.67,6.67,33.33,6.67,13.33,13.33,"Dependency Management, Network & API, Configuration & Build"
https://github.com/ecomplus/passport,20,0.0,1.96,3.92,0.0,15.69,7.84,37.25,1.96,27.45,3.92,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/Opencast-Moodle/moodle-tool_opencast,84,0.0,1.59,0.0,1.59,14.29,2.12,17.99,0.0,51.32,11.11,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/g33kio/vue-mousetrap,12,1.47,0.0,0.0,4.41,10.29,8.82,35.29,14.71,16.18,8.82,"Dependency Management, Network & API, Framework-Specific"
https://github.com/bugsnag/webpack-bugsnag-plugins,88,1.91,0.0,3.05,0.38,12.6,1.53,20.99,2.67,22.9,33.97,"Configuration & Build, Network & API, Dependency Management"
https://github.com/w3c/wai-website-theme,125,0.0,2.94,0.0,6.62,26.47,0.0,6.62,9.56,42.65,5.15,"Network & API, Browser Compatibility, Framework-Specific"
https://github.com/pixilab/blocks-script,52,0.0,0.0,7.89,5.26,18.42,5.26,23.68,0.0,15.79,23.68,"Dependency Management, Configuration & Build, Browser Compatibility"
https://github.com/ministryofjustice/manage-key-workers,500,1.41,2.03,1.5,4.32,15.26,7.58,30.34,3.97,21.78,11.82,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/WebThingsIO/zigbee-adapter,347,2.63,1.08,0.46,5.57,21.67,3.72,20.12,0.46,31.89,12.38,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/streetlives/streetlives-api,123,3.61,0.35,1.4,1.52,12.0,10.26,34.73,0.12,29.02,6.99,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/clshortfuse/materialdesignweb,66,0.52,0.79,0.52,0.79,28.61,8.14,35.43,4.72,17.32,3.15,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/devcode-git/hosted-fields-sdk,34,0.67,0.67,2.68,1.34,20.13,7.38,37.58,0.67,21.48,7.38,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/NeelimaSharma/neelimasharma.github.io,6,0.0,6.56,0.0,1.64,9.84,13.11,42.62,3.28,19.67,3.28,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/thathurtabit/Otee,3,0.0,0.0,2.33,6.98,16.28,9.3,34.88,0.0,16.28,13.95,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/jue89/node-mqttsngw-mqttbroker,13,0.0,1.0,1.0,1.0,13.0,11.0,45.0,1.0,24.0,3.0,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/MasterRO94/laravel-mail-viewer,42,2.24,1.4,1.68,1.96,13.17,10.08,43.42,0.28,21.01,4.76,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/globus/django-globus-portal-framework,249,0.65,2.59,0.0,2.38,25.49,1.08,13.82,13.61,27.86,12.53,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/leovcunha/movie-recom,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/chuhx1024/myNotes,132,2.24,0.58,0.96,2.44,10.83,10.13,42.82,8.85,18.08,3.08,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/aenon/firefox-extensions,5,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,50.0,0.0,"Network & API, State Management, Browser Compatibility"
https://github.com/wouterdhooghe/svenenwouter2,161,1.8,0.0,0.0,1.8,90.09,0.0,0.0,0.0,0.9,5.41,"Browser Compatibility, Configuration & Build, Runtime Errors"
https://github.com/fosskers/fosskers.ca,67,0.0,4.02,1.34,2.23,13.39,4.46,38.39,0.45,27.68,8.04,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/RoseLV/Minesweeper-React,26,1.32,0.99,0.99,0.33,10.26,9.6,43.38,8.61,18.87,5.63,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/orangecoding/fredy,116,3.68,1.23,2.76,5.83,22.39,2.45,12.88,0.61,38.34,9.82,"Network & API, Browser Compatibility, Dependency Management"
