Repository,Total Issues,Date Range,Runtime Errors %,Performance Issues %,Async Programming %,State Management %,Browser Compatibility %,Security Vulnerabilities %,Dependency Management %,Framework-Specific %,Network & API %,Configuration & Build %,Top Categories
https://github.com/ossrs/srs-docs,74,issues created before 2025-01-01,0.0,0.0,4.55,0.0,15.91,6.82,25.0,0.0,38.64,9.09,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/rapidfort/community-images,955,issues created before 2025-01-01,0.44,3.19,1.17,1.5,13.32,6.25,27.52,0.46,39.67,6.47,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/hua1995116/shaoshupai-trending-hot-search,2,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/Correia-jpv/fucking-awesome-react-native,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,18.18,0.0,36.36,18.18,18.18,9.09,"Dependency Management, Browser Compatibility, Framework-Specific"
https://github.com/WhiskeySockets/Baileys,1054,issues created before 2025-01-01,5.95,0.64,13.1,16.56,20.94,1.17,12.3,0.76,24.8,3.78,"Network & API, Browser Compatibility, State Management"
https://github.com/suzuki-shunsuke/tfaction-docs,642,issues created before 2025-01-01,0.53,1.18,0.94,1.87,14.11,1.2,39.04,1.75,23.73,15.67,"Dependency Management, Network & API, Configuration & Build"
https://github.com/mkatch/slowle,2,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/imranmollajoy/bring-your-umbrella,11,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,91.67,0.0,"Network & API, Framework-Specific, Runtime Errors"
https://github.com/teklynk/twitch_clips_player,15,issues created before 2025-01-01,4.55,0.0,0.0,4.55,50.0,0.0,0.0,0.0,40.91,0.0,"Browser Compatibility, Network & API, Runtime Errors"
https://github.com/GuilhermeStracini/hello-world-nextjs,486,issues created before 2025-01-01,0.75,1.98,1.8,4.9,12.22,5.69,37.69,5.21,19.17,10.58,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/dargmuesli/github-actions,40,issues created before 2025-01-01,0.47,0.0,0.47,0.93,13.08,2.34,43.46,0.0,19.63,19.63,"Dependency Management, Network & API, Configuration & Build"
https://github.com/svt/bridge,52,issues created before 2025-01-01,0.0,3.23,0.0,12.9,29.03,0.0,6.45,3.23,29.03,16.13,"Browser Compatibility, Network & API, Configuration & Build"
https://github.com/biblioteksentralen/github-actions,39,issues created before 2025-01-01,0.0,0.0,0.0,7.69,9.62,0.0,36.54,0.0,26.92,19.23,"Dependency Management, Network & API, Configuration & Build"
https://github.com/jcorporation/spacepirates,115,issues created before 2025-01-01,0.13,0.4,0.4,0.13,13.5,9.85,40.49,0.0,22.27,12.82,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/lando/symfony,67,issues created before 2025-01-01,0.41,1.22,0.82,0.82,14.69,10.2,37.14,4.9,23.27,6.53,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/neurobagel/legacy_annotation_tool,826,issues created before 2025-01-01,0.81,1.08,1.13,11.84,14.58,5.46,28.5,9.72,20.36,6.52,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/jmugliston/putio-downloader,61,issues created before 2025-01-01,1.1,0.0,2.76,1.47,10.29,9.01,44.49,0.37,20.77,9.74,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/adobe/helix-mediahandler,272,issues created before 2025-01-01,0.59,1.31,1.31,1.99,12.19,0.54,43.72,0.14,25.83,12.37,"Dependency Management, Network & API, Configuration & Build"
https://github.com/exercism/wasm,137,issues created before 2025-01-01,0.71,0.71,0.71,9.22,18.44,0.71,7.8,1.42,42.55,17.73,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/adobe/helix-sidekick-extension,847,issues created before 2025-01-01,0.82,0.96,1.51,5.49,23.21,0.82,28.6,0.62,25.88,12.08,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/BrightspaceUI/labs,487,issues created before 2025-01-01,0.1,0.16,0.58,0.74,26.91,1.25,40.68,1.18,6.71,21.7,"Dependency Management, Browser Compatibility, Configuration & Build"
https://github.com/cl4cnam/funcSug,21,issues created before 2025-01-01,0.0,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Async Programming, Performance Issues, Runtime Errors"
https://github.com/VincentJuge1987/VincentJuge1987.github.io,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/duckduckgo/content-scope-scripts,1358,issues created before 2025-01-01,1.04,1.01,1.49,2.07,17.4,6.0,36.63,1.0,22.52,10.84,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/usdigitalresponse/usdr-gost,3813,issues created before 2025-01-01,0.88,1.3,1.16,4.2,13.74,7.5,34.91,2.14,27.82,6.34,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/arlac77/content-entry-transform,801,issues created before 2025-01-01,0.63,0.13,0.25,0.13,24.86,6.3,47.09,0.16,17.16,3.29,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/mits-gossau/web-components-toolbox,404,issues created before 2025-01-01,2.73,3.64,4.55,3.64,27.27,0.0,1.82,24.55,29.09,2.73,"Network & API, Browser Compatibility, Framework-Specific"
https://github.com/nfigay/ArchiCG,11,issues created before 2025-01-01,0.0,0.0,0.0,0.0,60.0,0.0,10.0,0.0,30.0,0.0,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/DEFRA/ffc-pay-request-editor,129,issues created before 2025-01-01,1.0,2.01,2.01,2.01,13.71,1.67,29.77,0.67,41.47,5.69,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/jaywcjlove/github-action-contributors,30,issues created before 2025-01-01,0.0,0.81,1.22,2.03,11.79,1.22,46.75,0.41,22.76,13.01,"Dependency Management, Network & API, Configuration & Build"
https://github.com/simoneb/github-ensure-file,329,issues created before 2025-01-01,0.63,0.26,1.11,1.03,9.79,9.39,47.03,0.86,19.67,10.22,"Dependency Management, Network & API, Configuration & Build"
https://github.com/m-schaeffler/node-red-my-nodes,8,issues created before 2025-01-01,0.0,0.0,0.0,0.0,7.14,0.0,50.0,0.0,35.71,7.14,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/stdio2016/afpweb,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/mssjew/msswabot,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,11.11,11.11,55.56,0.0,22.22,0.0,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/republik/plattform,985,issues created before 2025-01-01,1.84,1.64,1.36,7.5,22.15,0.41,12.47,7.36,34.49,10.77,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/OC-ComputerScience/tutorscheduling-backend,227,issues created before 2025-01-01,2.56,0.0,2.56,0.0,38.46,10.26,12.82,0.0,20.51,12.82,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/routmoute/fxserver-versions-scraper,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,7.69,15.38,38.46,0.0,30.77,7.69,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/wadoon/key-tools,114,issues created before 2025-01-01,2.09,1.18,0.18,2.09,11.1,8.92,40.86,0.55,24.84,8.19,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/leehildebrand/Quotes,36,issues created before 2025-01-01,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,26.67,13.33,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/EasyEyes/speaker-calibration,57,issues created before 2025-01-01,9.09,0.0,0.0,0.0,9.09,0.0,0.0,9.09,72.73,0.0,"Network & API, Runtime Errors, Browser Compatibility"
https://github.com/edurezende10/lcgbr-ecom,3,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/sikt-no/docs,209,issues created before 2025-01-01,1.73,2.36,1.54,6.63,10.26,7.63,37.33,5.45,18.07,8.99,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ShabbirHasan1/NSE-BhavCopy-Daily,5,issues created before 2025-01-01,0.0,0.0,1.72,0.0,10.34,10.34,43.1,0.0,25.86,8.62,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/vsimakhin/web-logbook,271,issues created before 2025-01-01,2.22,2.22,0.0,0.74,37.04,2.22,22.22,2.22,25.93,5.19,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/EricLondon/JavascriptKeyboard,65,issues created before 2025-01-01,0.72,0.86,0.72,1.58,14.35,10.33,46.2,2.15,19.94,3.16,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/gDorigon/gDorigon.github.io,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/seyanaracore/HatsAndCaps,2,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/FormPress/FormPress,2,issues created before 2025-01-01,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,60.0,0.0,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/ahmet/awesome-web3,432,issues created before 2025-01-01,0.81,1.77,1.88,2.66,10.1,7.03,34.53,3.88,22.72,14.62,"Dependency Management, Network & API, Configuration & Build"
https://github.com/lanekatris/monorepo,8,issues created before 2025-01-01,0.0,0.0,0.0,0.0,28.57,14.29,14.29,0.0,28.57,14.29,"Browser Compatibility, Network & API, Security Vulnerabilities"
https://github.com/Babu-Mohammed-Izhan/portfolio-v2,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/andreped/andreped.github.io,9,issues created before 2025-01-01,0.0,0.0,0.0,0.0,57.14,0.0,14.29,0.0,28.57,0.0,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/govuk-one-login/ipv-cri-address-front,1039,issues created before 2025-01-01,0.52,1.28,1.94,3.79,12.72,8.38,37.38,1.78,25.23,7.0,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/govuk-one-login/ipv-cri-kbv-front,1140,issues created before 2025-01-01,0.66,0.98,1.59,2.97,11.88,8.87,42.07,1.16,24.35,5.47,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/leaningtech/webvm,146,issues created before 2025-01-01,2.01,3.52,2.01,1.51,26.13,1.51,20.6,0.5,30.65,11.56,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/tidalcycles/strudel,1189,issues created before 2025-01-01,1.57,4.44,2.46,6.28,21.43,0.0,16.38,3.34,38.5,5.6,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/jmugliston/roborock-controller-api,55,issues created before 2025-01-01,1.29,0.0,3.45,1.72,9.48,8.84,44.18,0.43,19.4,11.21,"Dependency Management, Network & API, Configuration & Build"
https://github.com/mocowcow/mocowcow.github.io,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/obvious-inc/frontend-monorepo,98,issues created before 2025-01-01,1.59,1.59,0.0,3.17,22.22,3.17,7.94,6.35,39.68,14.29,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/mishalalex/nasa_planet_analyser,1,issues created before 2025-01-01,0.0,0.0,11.11,0.0,11.11,0.0,44.44,0.0,22.22,11.11,"Dependency Management, Network & API, Async Programming"
https://github.com/eik-lib/webpack-plugin,159,issues created before 2025-01-01,1.78,1.31,3.32,2.08,10.27,1.72,35.01,0.24,23.26,21.01,"Dependency Management, Network & API, Configuration & Build"
https://github.com/AmberMichaelis/leet_code,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/doctariDev/eslint-config-doctari,3,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"Framework-Specific, Runtime Errors, Performance Issues"
https://github.com/BenjaminMichaelis/personal-landing-page,426,issues created before 2025-01-01,0.81,2.31,2.24,4.02,12.39,7.31,34.67,9.19,18.97,8.1,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/emersonmadrid/homeChange_vs2022,6,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/hapjs-platform/hap-toolkit,88,issues created before 2025-01-01,3.09,1.03,3.09,1.03,8.25,0.0,25.77,10.31,22.68,24.74,"Dependency Management, Configuration & Build, Network & API"
https://github.com/dontpanicdao/vue-stark-boil,5,issues created before 2025-01-01,0.0,0.0,0.0,0.0,20.0,20.0,40.0,20.0,0.0,0.0,"Dependency Management, Browser Compatibility, Security Vulnerabilities"
https://github.com/NullVoxPopuli/ember-apply,580,issues created before 2025-01-01,10.27,1.54,2.11,2.38,11.59,0.96,37.77,0.94,19.7,12.73,"Dependency Management, Network & API, Configuration & Build"
https://github.com/OG-Ted/press-start,3,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/Eccleria/ewibot,345,issues created before 2025-01-01,10.8,0.0,7.1,1.99,26.7,0.0,1.99,11.08,37.78,2.56,"Network & API, Browser Compatibility, Framework-Specific"
https://github.com/dler-io/Rules,55,issues created before 2025-01-01,0.0,5.0,0.0,0.0,60.0,0.0,5.0,0.0,20.0,10.0,"Browser Compatibility, Network & API, Configuration & Build"
https://github.com/BeatLeader/BeatSaber-Web-Replays,41,issues created before 2025-01-01,4.76,0.0,0.0,4.76,47.62,0.0,4.76,0.0,38.1,0.0,"Browser Compatibility, Network & API, Runtime Errors"
https://github.com/sbwml/luci-app-alist,143,issues created before 2025-01-01,1.93,0.0,0.48,3.86,1.45,4.35,33.82,0.0,29.95,24.15,"Dependency Management, Network & API, Configuration & Build"
https://github.com/analyticsjs/git-commit-analytics,23,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,32.84,0.0,67.16,0.0,"Network & API, Dependency Management, Runtime Errors"
https://github.com/vekvoid/UserScripts,10,issues created before 2025-01-01,0.0,0.0,0.0,0.0,44.44,0.0,0.0,0.0,55.56,0.0,"Network & API, Browser Compatibility, Runtime Errors"
https://github.com/RCgmbh/PiLot,19,issues created before 2025-01-01,0.0,4.0,0.0,4.0,36.0,4.0,12.0,0.0,24.0,16.0,"Browser Compatibility, Network & API, Configuration & Build"
https://github.com/cyco130/eslint-config,32,issues created before 2025-01-01,7.03,1.35,8.11,4.86,9.46,0.0,35.14,5.68,17.84,10.54,"Dependency Management, Network & API, Configuration & Build"
https://github.com/christophehurpeau/pob-monorepo-test-repository,367,issues created before 2025-01-01,0.69,1.38,1.89,1.29,11.88,0.18,44.91,0.72,22.14,14.91,"Dependency Management, Network & API, Configuration & Build"
https://github.com/ilyhalight/voice-over-translation,841,issues created before 2025-01-01,0.59,0.07,0.99,0.59,39.96,0.33,17.51,0.07,39.17,0.72,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/christianwgd/cal,7,issues created before 2025-01-01,1.54,0.0,0.0,0.0,12.31,13.85,44.62,0.0,23.08,4.62,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/jackweatherford/spotify-friend-activity,29,issues created before 2025-01-01,1.12,1.12,1.12,7.87,41.57,1.12,21.35,1.12,17.98,5.62,"Browser Compatibility, Dependency Management, Network & API"
https://github.com/vitejs/docs-es,879,issues created before 2025-01-01,0.27,0.61,0.61,0.34,10.67,0.0,9.78,1.77,64.13,11.82,"Network & API, Configuration & Build, Browser Compatibility"
https://github.com/traceypooh/blogtini,8,issues created before 2025-01-01,0.0,9.09,0.0,0.0,36.36,0.0,9.09,9.09,27.27,9.09,"Browser Compatibility, Network & API, Performance Issues"
https://github.com/licoded/BaiduFanyi_Crawler,5,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/chamhayden/eckles,43,issues created before 2025-01-01,0.0,5.0,0.0,0.0,20.0,0.0,5.0,10.0,50.0,10.0,"Network & API, Browser Compatibility, Framework-Specific"
https://github.com/ToolboxAid/HTML-JavaScript-Gaming,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/b4bjw123/Warzone-generator,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/DenisYaroshevskiy/presentations,2,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/Leidwesen/SearchPhrases,6,issues created before 2025-01-01,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,"Browser Compatibility, Network & API, Runtime Errors"
https://github.com/zMoooooritz/imageframe,23,issues created before 2025-01-01,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,"Browser Compatibility, Dependency Management, Network & API"
https://github.com/ThiagoLeaoDev/Portfolio_old,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/react-ui-org/docoff,31,issues created before 2025-01-01,0.74,1.47,1.1,1.1,12.13,9.93,41.54,8.82,19.12,4.04,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/CcSimple/electron-hiprint,41,issues created before 2025-01-01,4.17,0.0,4.17,4.17,16.67,0.0,4.17,16.67,37.5,12.5,"Network & API, Browser Compatibility, Framework-Specific"
https://github.com/namelivia/vue-currentuser,101,issues created before 2025-01-01,0.68,1.47,1.27,1.76,10.65,9.97,49.46,0.59,20.43,3.71,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/netresearch/usercentrics-widgets,24,issues created before 2025-01-01,1.73,3.9,4.33,2.16,10.82,5.19,39.83,2.6,22.94,6.49,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/claudiabg-c/Harry-Potter-character-searcher-React,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/oscarmarina/blockquote-web-components,94,issues created before 2025-01-01,2.27,4.55,0.0,13.64,56.82,0.0,9.09,4.55,0.0,9.09,"Browser Compatibility, State Management, Dependency Management"
https://github.com/tanshuai/alphabiz,35,issues created before 2025-01-01,1.52,1.14,2.65,0.76,12.5,10.98,45.08,0.76,20.83,3.79,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/MiguelRipoll23/tus-santander,324,issues created before 2025-01-01,0.29,1.35,0.77,3.14,11.1,8.39,40.04,6.71,26.24,1.98,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ebaauw/homebridge-deconz,236,issues created before 2025-01-01,6.04,0.73,2.01,10.99,15.75,0.18,18.13,0.0,31.5,14.65,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/onigoetz/postcss-lightningcss,159,issues created before 2025-01-01,0.42,0.59,0.76,0.59,14.21,0.0,43.65,0.17,23.72,15.9,"Dependency Management, Network & API, Configuration & Build"
https://github.com/bahmutov/test-rail-suite-example,69,issues created before 2025-01-01,0.5,0.33,0.33,0.67,14.21,1.17,45.65,0.0,24.75,12.37,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/dabby9734/intelligent-EMB,208,issues created before 2025-01-01,0.72,1.12,2.11,4.81,11.06,7.18,34.69,7.37,17.97,12.97,"Dependency Management, Network & API, Configuration & Build"
https://github.com/typhonjs-fvtt-lib/standard,2,issues created before 2025-01-01,12.5,0.0,12.5,12.5,0.0,0.0,12.5,37.5,0.0,12.5,"Framework-Specific, Runtime Errors, Async Programming"
https://github.com/cilium/cilium.io,579,issues created before 2025-01-01,0.0,1.87,0.78,2.34,24.02,6.08,19.5,4.06,35.88,5.46,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/aljazceru/awesome-nostr,499,issues created before 2025-01-01,0.0,0.37,0.37,2.21,56.46,0.37,1.85,3.69,32.47,2.21,"Browser Compatibility, Network & API, Framework-Specific"
https://github.com/Mattk70/Chirpity-Electron,118,issues created before 2025-01-01,0.42,2.5,0.0,19.58,20.42,0.42,17.08,0.0,35.42,4.17,"Network & API, Browser Compatibility, State Management"
https://github.com/TryGhost/Actions,47,issues created before 2025-01-01,1.56,1.56,2.68,3.35,13.84,1.79,35.49,0.67,20.54,18.53,"Dependency Management, Network & API, Configuration & Build"
https://github.com/atuannguyen/atuannguyen.github.io,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/massimocandela/dataflux,6,issues created before 2025-01-01,0.0,0.0,0.0,0.0,12.5,12.5,52.08,0.0,20.83,2.08,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/Tsuk1ko/wol-server,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/input-output-hk/essential-cardano-content,1485,issues created before 2025-01-01,0.0,0.13,0.0,1.01,3.93,0.25,0.32,0.06,93.03,1.27,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/Nerinyan/Nerinyan-WEB,42,issues created before 2025-01-01,0.0,0.0,0.0,0.0,50.0,0.0,0.0,12.5,25.0,12.5,"Browser Compatibility, Network & API, Framework-Specific"
https://github.com/GluuFederation/flex,1943,issues created before 2025-01-01,0.95,0.51,0.67,4.44,19.35,3.43,21.15,2.61,32.16,14.74,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/pronamic/wp-pronamic-slider,2,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/RaccoonBoyG/catalog_courses_update,1,issues created before 2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/JohanFalt/Foundry_WoD20,906,issues created before 2025-01-01,0.71,1.14,0.57,5.99,32.81,0.43,9.99,0.43,44.08,3.85,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/kufu/eslint-plugin-smarthr,156,issues created before 2025-01-01,3.23,0.0,0.0,4.84,22.58,0.0,8.06,24.19,20.97,16.13,"Framework-Specific, Browser Compatibility, Network & API"
https://github.com/xjlin0/attendees32,42,issues created before 2025-01-01,0.0,0.0,0.0,0.0,14.74,10.53,45.26,1.05,21.05,7.37,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/secvisogram/csaf-validator-lib,191,issues created before 2025-01-01,1.89,0.42,2.52,1.68,16.98,6.92,42.77,0.0,21.59,5.24,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/microsoft/azdataGraph,182,issues created before 2025-01-01,1.49,2.23,2.97,1.49,13.38,6.32,37.92,1.12,28.62,4.46,"Dependency Management, Network & API, Browser Compatibility"
