Repository,Total Issues,Runtime Errors %,Performance Issues %,Async Programming %,State Management %,Browser Compatibility %,Security Vulnerabilities %,Dependency Management %,Framework-Specific %,Network & API %,Configuration & Build %,Top Categories
https://github.com/sumanbiswas7/sumanbiswas7,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"Dependency Management, Runtime Errors, Performance Issues"
https://github.com/validblock/stromausfall-snapshots,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/yousfiSaad/covidsdashboard-data,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/brave/token-lists,186,1.36,1.54,2.9,1.99,13.51,4.9,35.63,0.09,25.48,12.6,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/Correia-jpv/fucking-awesome-mac,1,0.0,0.0,0.0,0.0,18.18,0.0,36.36,9.09,18.18,18.18,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/abhiverma001/abhiverma001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/ossrs/srs-docs,79,0.0,0.0,4.35,0.0,17.39,6.52,23.91,0.0,39.13,8.7,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/DavitTec/node.it,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/rapidfort/community-images,991,0.47,3.31,1.11,1.45,13.15,6.36,28.32,0.44,38.86,6.54,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/hua1995116/shaoshupai-trending-hot-search,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/Correia-jpv/fucking-awesome-react-native,2,0.0,0.0,0.0,0.0,20.0,0.0,26.67,26.67,13.33,13.33,"Dependency Management, Framework-Specific, Browser Compatibility"
https://github.com/WhiskeySockets/Baileys,1190,6.06,0.62,13.61,16.21,21.09,1.21,12.12,0.76,24.39,3.91,"Network & API, Browser Compatibility, State Management"
https://github.com/suzuki-shunsuke/tfaction-docs,768,0.45,1.02,0.8,1.68,14.48,1.1,38.41,1.51,24.47,16.08,"Dependency Management, Network & API, Configuration & Build"
https://github.com/mkatch/slowle,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/imranmollajoy/bring-your-umbrella,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,91.67,0.0,"Network & API, Framework-Specific, Runtime Errors"
https://github.com/teklynk/twitch_clips_player,20,3.57,0.0,0.0,3.57,50.0,0.0,0.0,0.0,42.86,0.0,"Browser Compatibility, Network & API, Runtime Errors"
https://github.com/GuilhermeStracini/hello-world-nextjs,539,0.79,2.37,1.76,4.92,12.23,5.68,37.44,5.2,19.07,10.54,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/dargmuesli/github-actions,44,0.43,0.0,0.43,1.3,12.99,2.6,43.29,0.0,19.91,19.05,"Dependency Management, Network & API, Configuration & Build"
https://github.com/svt/bridge,61,0.0,2.78,0.0,13.89,27.78,0.0,8.33,2.78,30.56,13.89,"Network & API, Browser Compatibility, State Management"
https://github.com/biblioteksentralen/github-actions,46,0.0,0.0,0.0,6.56,13.11,0.0,37.7,0.0,22.95,19.67,"Dependency Management, Network & API, Configuration & Build"
https://github.com/jcorporation/spacepirates,122,0.12,0.37,0.37,0.12,13.21,9.88,40.49,0.0,22.1,13.33,"Dependency Management, Network & API, Configuration & Build"
https://github.com/lando/symfony,68,0.41,1.22,0.82,0.82,14.69,10.2,37.14,4.9,23.27,6.53,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/neurobagel/legacy_annotation_tool,858,0.76,1.09,1.15,11.3,14.48,5.59,29.0,9.28,20.57,6.78,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/jmugliston/putio-downloader,73,1.05,0.0,2.26,1.2,10.53,9.02,44.81,0.3,21.35,9.47,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/adobe/helix-mediahandler,294,0.59,1.3,1.22,2.06,12.28,0.5,43.46,0.13,26.0,12.45,"Dependency Management, Network & API, Configuration & Build"
https://github.com/exercism/wasm,189,1.21,0.61,0.61,8.48,17.58,0.61,7.27,1.21,46.67,15.76,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/adobe/helix-sidekick-extension,869,0.82,0.98,1.57,5.33,22.89,0.82,28.94,0.62,25.83,12.2,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/BrightspaceUI/labs,585,0.08,0.17,0.66,0.88,26.74,1.16,40.21,1.63,7.25,21.21,"Dependency Management, Browser Compatibility, Configuration & Build"
https://github.com/cl4cnam/funcSug,26,0.0,50.0,33.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,"Performance Issues, Async Programming, Network & API"
https://github.com/VincentJuge1987/VincentJuge1987.github.io,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/duckduckgo/content-scope-scripts,1585,1.08,1.02,1.41,2.26,18.34,5.58,35.23,0.97,22.02,12.08,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/usdigitalresponse/usdr-gost,4124,0.85,1.35,1.14,4.15,13.64,7.57,35.26,2.03,27.55,6.47,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/arlac77/content-entry-transform,818,0.62,0.12,0.25,0.12,25.09,6.24,46.96,0.16,17.11,3.32,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/mits-gossau/web-components-toolbox,416,2.56,4.27,4.27,3.42,25.64,0.0,1.71,24.79,30.77,2.56,"Network & API, Browser Compatibility, Framework-Specific"
https://github.com/nfigay/ArchiCG,11,0.0,0.0,0.0,0.0,60.0,0.0,10.0,0.0,30.0,0.0,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/DEFRA/ffc-pay-request-editor,141,0.86,1.73,1.73,1.73,13.54,1.44,31.99,0.86,41.21,4.9,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/jaywcjlove/github-action-contributors,31,0.0,0.79,1.18,1.97,11.81,1.18,46.85,0.39,22.83,12.99,"Dependency Management, Network & API, Configuration & Build"
https://github.com/simoneb/github-ensure-file,359,0.62,0.29,1.04,1.14,9.76,9.34,46.79,0.88,19.54,10.59,"Dependency Management, Network & API, Configuration & Build"
https://github.com/m-schaeffler/node-red-my-nodes,9,0.0,0.0,0.0,0.0,7.14,0.0,50.0,0.0,35.71,7.14,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/stdio2016/afpweb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/mssjew/msswabot,1,0.0,0.0,0.0,0.0,11.11,11.11,55.56,0.0,22.22,0.0,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/republik/plattform,1042,1.86,1.59,1.33,7.57,22.38,0.4,12.42,7.57,34.26,10.62,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/OC-ComputerScience/tutorscheduling-backend,231,2.5,0.0,2.5,0.0,37.5,10.0,15.0,0.0,20.0,12.5,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/routmoute/fxserver-versions-scraper,1,0.0,0.0,0.0,0.0,7.69,15.38,38.46,0.0,30.77,7.69,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/wadoon/key-tools,123,2.25,1.25,0.25,2.58,11.06,8.4,40.1,0.5,24.96,8.65,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/leehildebrand/Quotes,37,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,26.67,13.33,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/EasyEyes/speaker-calibration,57,9.09,0.0,0.0,0.0,9.09,0.0,0.0,9.09,72.73,0.0,"Network & API, Runtime Errors, Browser Compatibility"
https://github.com/edurezende10/lcgbr-ecom,6,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"Browser Compatibility, Runtime Errors, Performance Issues"
https://github.com/sikt-no/docs,223,1.72,2.36,1.54,6.62,10.25,7.62,37.3,5.44,18.15,8.98,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ShabbirHasan1/NSE-BhavCopy-Daily,5,0.0,0.0,1.72,0.0,10.34,10.34,43.1,0.0,25.86,8.62,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/vsimakhin/web-logbook,283,2.0,2.0,0.0,0.67,34.0,3.33,22.0,2.0,29.33,4.67,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/EricLondon/JavascriptKeyboard,74,0.6,0.97,1.81,2.17,13.65,10.02,44.44,2.9,19.57,3.86,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/gDorigon/gDorigon.github.io,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/seyanaracore/HatsAndCaps,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/EdgeDLT/seshat,1,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,"Browser Compatibility, Network & API, Runtime Errors"
https://github.com/FormPress/FormPress,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,60.0,0.0,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/ahmet/awesome-web3,467,0.88,1.81,1.74,2.59,10.11,7.13,35.2,3.81,22.47,14.26,"Dependency Management, Network & API, Configuration & Build"
https://github.com/lanekatris/monorepo,8,0.0,0.0,0.0,0.0,28.57,14.29,14.29,0.0,28.57,14.29,"Browser Compatibility, Network & API, Security Vulnerabilities"
https://github.com/Babu-Mohammed-Izhan/portfolio-v2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/andreped/andreped.github.io,9,0.0,0.0,0.0,0.0,57.14,0.0,14.29,0.0,28.57,0.0,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/govuk-one-login/ipv-cri-address-front,1122,0.53,1.27,2.01,3.75,12.72,8.36,37.22,1.72,25.39,7.02,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/govuk-one-login/ipv-cri-kbv-front,1179,0.68,0.99,1.66,2.98,11.89,8.85,41.81,1.16,24.43,5.54,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/leaningtech/webvm,171,1.68,2.94,2.1,1.26,26.05,1.26,22.69,0.42,30.25,11.34,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/tidalcycles/strudel,1265,1.72,4.47,2.3,6.32,21.58,0.0,16.41,3.26,38.19,5.75,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/jmugliston/roborock-controller-api,60,1.19,0.0,3.17,1.58,9.7,8.91,44.55,0.4,19.6,10.89,"Dependency Management, Network & API, Configuration & Build"
https://github.com/mocowcow/mocowcow.github.io,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/obvious-inc/frontend-monorepo,105,1.47,2.94,0.0,2.94,23.53,2.94,7.35,5.88,39.71,13.24,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/mishalalex/nasa_planet_analyser,1,0.0,0.0,11.11,0.0,11.11,0.0,44.44,0.0,22.22,11.11,"Dependency Management, Network & API, Async Programming"
https://github.com/eik-lib/webpack-plugin,165,1.73,1.27,3.28,2.02,10.31,1.73,35.02,0.23,23.33,21.08,"Dependency Management, Network & API, Configuration & Build"
https://github.com/AmberMichaelis/leet_code,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/doctariDev/eslint-config-doctari,4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,"Dependency Management, Framework-Specific, Runtime Errors"
https://github.com/BenjaminMichaelis/personal-landing-page,451,0.85,2.24,2.33,3.91,12.34,7.35,34.85,9.25,18.9,7.97,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/emersonmadrid/homeChange_vs2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/hapjs-platform/hap-toolkit,110,2.75,0.92,2.75,0.92,10.09,0.0,28.44,9.17,22.02,22.94,"Dependency Management, Configuration & Build, Network & API"
https://github.com/dontpanicdao/vue-stark-boil,5,0.0,0.0,0.0,0.0,20.0,20.0,40.0,20.0,0.0,0.0,"Dependency Management, Browser Compatibility, Security Vulnerabilities"
https://github.com/NullVoxPopuli/ember-apply,603,10.18,1.59,2.22,2.52,11.58,1.15,37.24,0.98,19.7,12.84,"Dependency Management, Network & API, Configuration & Build"
https://github.com/OG-Ted/press-start,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/Eccleria/ewibot,357,11.23,0.0,7.12,1.92,26.85,0.0,1.92,10.68,37.81,2.47,"Network & API, Browser Compatibility, Runtime Errors"
https://github.com/dler-io/Rules,60,0.0,4.76,0.0,0.0,61.9,0.0,4.76,0.0,19.05,9.52,"Browser Compatibility, Network & API, Configuration & Build"
https://github.com/BeatLeader/BeatSaber-Web-Replays,42,3.85,0.0,0.0,3.85,50.0,0.0,7.69,0.0,34.62,0.0,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/sbwml/luci-app-alist,150,1.84,0.0,0.46,3.69,1.38,4.15,33.18,0.0,31.34,23.96,"Dependency Management, Network & API, Configuration & Build"
https://github.com/Tehes/wortsel,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/analyticsjs/git-commit-analytics,37,0.0,0.0,0.0,0.0,0.0,0.0,29.73,0.0,60.81,9.46,"Network & API, Dependency Management, Configuration & Build"
https://github.com/vekvoid/UserScripts,15,0.0,0.0,0.0,7.14,28.57,0.0,14.29,0.0,50.0,0.0,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/RCgmbh/PiLot,19,0.0,4.0,0.0,4.0,36.0,4.0,12.0,0.0,24.0,16.0,"Browser Compatibility, Network & API, Configuration & Build"
https://github.com/cyco130/eslint-config,35,6.53,1.51,7.54,4.52,9.8,0.0,36.18,5.28,18.09,10.55,"Dependency Management, Network & API, Configuration & Build"
https://github.com/christophehurpeau/pob-monorepo-test-repository,384,0.66,1.32,1.81,1.23,11.86,0.17,45.13,0.69,22.16,14.96,"Dependency Management, Network & API, Configuration & Build"
https://github.com/ilyhalight/voice-over-translation,976,1.22,0.05,0.95,0.74,40.89,0.26,17.9,0.05,37.34,0.58,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/christianwgd/cal,7,1.54,0.0,0.0,0.0,12.31,13.85,44.62,0.0,23.08,4.62,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/quaric/zadark,179,0.37,0.0,0.37,1.12,31.84,1.5,21.35,0.37,41.57,1.5,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/jackweatherford/spotify-friend-activity,39,0.85,0.85,0.85,9.32,44.92,0.85,20.34,0.85,16.95,4.24,"Browser Compatibility, Dependency Management, Network & API"
https://github.com/vitejs/docs-es,1018,0.23,0.63,0.54,0.54,11.57,0.14,19.08,1.44,53.06,12.78,"Network & API, Dependency Management, Configuration & Build"
https://github.com/traceypooh/blogtini,28,0.0,1.35,0.0,0.0,35.14,0.0,1.35,1.35,55.41,5.41,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/licoded/BaiduFanyi_Crawler,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/chamhayden/eckles,50,0.0,4.76,0.0,0.0,19.05,0.0,4.76,9.52,52.38,9.52,"Network & API, Browser Compatibility, Framework-Specific"
https://github.com/ToolboxAid/HTML-JavaScript-Gaming,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/b4bjw123/Warzone-generator,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/DenisYaroshevskiy/presentations,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/Leidwesen/SearchPhrases,6,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,"Browser Compatibility, Network & API, Runtime Errors"
https://github.com/zMoooooritz/imageframe,31,0.0,0.0,0.0,0.0,42.86,0.0,14.29,0.0,14.29,28.57,"Browser Compatibility, Configuration & Build, Dependency Management"
https://github.com/thegoobs/3nations-bingo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/ThiagoLeaoDev/Portfolio_old,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/react-ui-org/docoff,35,0.69,1.39,1.04,1.39,11.81,9.72,40.97,10.07,19.1,3.82,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/CcSimple/electron-hiprint,45,3.57,0.0,3.57,3.57,17.86,0.0,3.57,17.86,39.29,10.71,"Network & API, Browser Compatibility, Framework-Specific"
https://github.com/namelivia/vue-currentuser,112,0.8,1.41,1.33,1.59,10.6,9.98,49.56,0.62,20.49,3.62,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/netresearch/usercentrics-widgets,40,2.0,2.99,3.74,2.74,11.22,3.99,38.15,2.49,21.95,10.72,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/claudiabg-c/Harry-Potter-character-searcher-React,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/oscarmarina/blockquote-web-components,101,2.08,4.17,0.0,14.58,56.25,0.0,8.33,4.17,0.0,10.42,"Browser Compatibility, State Management, Configuration & Build"
https://github.com/tanshuai/alphabiz,35,1.52,1.14,2.65,0.76,12.5,10.98,45.08,0.76,20.83,3.79,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/MiguelRipoll23/tus-santander,386,0.39,1.22,0.83,3.07,11.04,8.28,40.4,6.42,25.5,2.84,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ebaauw/homebridge-deconz,247,6.04,0.86,1.9,11.4,15.2,0.17,18.13,0.35,31.43,14.51,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/onigoetz/postcss-lightningcss,164,0.41,0.57,0.74,0.57,14.24,0.0,43.54,0.16,23.73,16.04,"Dependency Management, Network & API, Configuration & Build"
https://github.com/bahmutov/test-rail-suite-example,81,0.44,0.29,0.29,0.59,14.22,1.03,45.31,0.0,25.22,12.61,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/dabby9734/intelligent-EMB,226,0.89,1.22,1.89,5.17,10.85,7.01,34.09,7.12,18.13,13.63,"Dependency Management, Network & API, Configuration & Build"
https://github.com/Dafk2/app-geolocalizaci-n,1,0.0,0.0,0.0,0.0,21.43,7.14,35.71,0.0,21.43,14.29,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/typhonjs-fvtt-lib/standard,3,12.5,0.0,12.5,12.5,0.0,0.0,12.5,37.5,0.0,12.5,"Framework-Specific, Runtime Errors, Async Programming"
https://github.com/cilium/cilium.io,591,0.0,1.85,0.77,2.31,24.19,6.01,19.26,4.01,36.21,5.39,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/aljazceru/awesome-nostr,538,0.0,0.34,0.34,2.37,55.25,0.34,2.03,3.73,33.56,2.03,"Browser Compatibility, Network & API, Framework-Specific"
https://github.com/Mattk70/Chirpity-Electron,208,0.42,2.3,0.63,14.23,19.46,0.21,25.94,0.84,30.96,5.02,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/TryGhost/Actions,48,1.5,1.5,2.78,3.85,13.7,1.71,35.33,0.64,20.34,18.63,"Dependency Management, Network & API, Configuration & Build"
https://github.com/atuannguyen/atuannguyen.github.io,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/massimocandela/dataflux,6,0.0,0.0,0.0,0.0,12.5,12.5,52.08,0.0,20.83,2.08,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/Tsuk1ko/wol-server,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/pravee03/pravee03,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/input-output-hk/essential-cardano-content,1524,0.0,0.25,0.0,1.05,3.94,0.25,0.43,0.06,92.79,1.23,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/Nerinyan/Nerinyan-WEB,46,0.0,0.0,0.0,0.0,44.44,0.0,0.0,22.22,22.22,11.11,"Browser Compatibility, Framework-Specific, Network & API"
https://github.com/GluuFederation/flex,2026,0.95,0.51,0.68,4.52,19.5,3.31,21.13,2.55,32.05,14.8,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/pronamic/wp-pronamic-slider,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,"Network & API, Runtime Errors, Performance Issues"
https://github.com/RaccoonBoyG/catalog_courses_update,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/JohanFalt/Foundry_WoD20,993,0.89,1.01,0.76,5.82,30.89,0.38,11.77,0.76,43.8,3.92,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/kufu/eslint-plugin-smarthr,158,3.23,0.0,0.0,4.84,22.58,0.0,8.06,24.19,20.97,16.13,"Framework-Specific, Browser Compatibility, Network & API"
https://github.com/xjlin0/attendees32,42,0.0,0.0,0.0,0.0,14.74,10.53,45.26,1.05,21.05,7.37,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/secvisogram/csaf-validator-lib,241,1.78,0.79,2.97,1.58,16.63,6.53,42.38,0.0,21.58,5.74,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/microsoft/azdataGraph,193,1.63,1.96,2.94,1.96,12.75,6.54,36.6,1.31,28.76,5.56,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/jasminetai/slugplanners,3,4.44,0.0,6.67,0.0,13.33,6.67,33.33,0.0,24.44,11.11,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/bahmutov/cypress-crawl-example,73,1.25,0.47,1.09,1.09,13.55,1.09,43.61,1.25,24.14,12.46,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/drivet/website-11ty,254,0.0,0.13,0.0,1.01,32.49,1.01,0.51,0.25,64.1,0.51,"Network & API, Browser Compatibility, State Management"
https://github.com/volcano-sh/dashboard,69,0.0,5.67,0.0,6.38,21.28,0.0,20.57,8.51,30.5,7.09,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/bahmutov/find-cypress-specs,347,0.23,0.12,0.23,0.4,13.16,0.58,45.44,0.46,24.65,14.72,"Dependency Management, Network & API, Configuration & Build"
https://github.com/koreaygj/koreaygj.github.io,3,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,60.0,0.0,"Network & API, Browser Compatibility, Runtime Errors"
https://github.com/bearbob/nimmersatt,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"Browser Compatibility, Runtime Errors, Performance Issues"
https://github.com/KappaML/kappaml.com,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/manav88/manav,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/its-dlh/portfolio,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"Configuration & Build, Runtime Errors, Performance Issues"
https://github.com/epilot-dev/docs,63,0.0,1.92,0.0,1.92,21.15,1.92,9.62,1.92,50.0,11.54,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/nime42/Bon,13,6.25,0.0,12.5,0.0,6.25,0.0,12.5,0.0,62.5,0.0,"Network & API, Async Programming, Dependency Management"
